Order_Number,State_Code,Order_Date,Status,Product,Category,Brand,Quantity,Total_Cost,Total_Sales,Supervisor,Profit,Profit_Margin_Pct,Order_Year,Order_Month,Is_Delivered
140875,TN,2020-11-05,Processing,Compact with 1 Fan,Cabinet,Asus,1,1150,1495,Vijay Singh,345,23.08,2020,11,0
140876,TR,2020-11-05,Delivered,USB Backlight Keyboard,Keyboard,Dell,2,1700,2210,Aadil Khan,510,23.08,2020,11,1
140877,UK,2020-11-05,Shipped,Ergonomic Mouse,Mouse,Samsung,4,2600,3380,Advika Joshi,780,23.08,2020,11,0
140878,UP,2020-11-05,Order,15 LCD Display,Monitor,Dell,4,30000,39000,Ajay Sharma,9000,23.08,2020,11,0
140879,WB,2020-11-05,Processing,46 TB HDD,HDD,Seagate,4,40000,52000,Roshan Kumar,12000,23.08,2020,11,0
140880,TN,2020-11-05,Delivered,45 TB SSD,SSD,Samsung,1,10500,13650,Aarvi Gupta,3150,23.08,2020,11,1
140881,TR,2020-11-05,Shipped,Intel i5 12th gen.,CPU,Intel,3,25500,33150,Vijay Singh,7650,23.08,2020,11,0
140882,AN,2020-11-05,Order,2GB Graphic Card,Graphic Card,Nvidia,4,28000,36400,Aadil Khan,8400,23.08,2020,11,0
140883,CH,2020-11-05,Processing,48 GB DDR4 Ram,NIC,Hynix,4,6720,8736,Advika Joshi,2016,23.08,2020,11,0
140884,DH,2020-11-05,Delivered,Micro ATX motherboard,Printer,MSI,4,26160,34008,Ajay Sharma,7848,23.08,2020,11,1
140885,DD,2020-11-05,Shipped,Gaming Box Cabinet,Cabinet,Asus,2,5360,6968,Roshan Kumar,1608,23.08,2020,11,0
140886,DL,2020-11-05,Order,17 LCD Display,Monitor,Samsung,2,16500,21450,Aarvi Gupta,4950,23.08,2020,11,0
140887,LD,2020-11-05,Processing,52 GB DDR4 RAM,RAM,Samsung,3,7950,10335,Vijay Singh,2385,23.08,2020,11,0
140888,PY,2020-11-06,Delivered,26 LCD Display,Monitor,Acer,3,37650,48945,Aadil Khan,11295,23.08,2020,11,1
140889,AP,2020-11-07,Shipped,I7 - intel 12th Generation,CPU,Intel,2,29000,37700,Advika Joshi,8700,23.08,2020,11,0
140890,AR,2020-11-08,Order,USB Keyboard,Keyboard,Dell,1,800,1040,Ajay Sharma,240,23.08,2020,11,0
140891,AS,2020-11-09,Processing,Wireless Mouse,Mouse,Samsung,2,1200,1560,Ajay Sharma,360,23.08,2020,11,0
140892,BR,2020-11-10,Delivered,21 LCD Display,Monitor,Dell,3,31500,40950,Roshan Kumar,9450,23.08,2020,11,1
140893,CG,2020-11-11,Shipped,46 TB HDD,HDD,Western Digital,3,19500,25350,Aarvi Gupta,5850,23.08,2020,11,0
140894,GA,2020-11-12,Order,301 GB SSD,SSD,Samsung,3,13500,17550,Vijay Singh,4050,23.08,2020,11,0
140895,GJ,2020-11-13,Processing,Intel i3 11th gen.,CPU,Intel,4,34000,44200,Aadil Khan,10200,23.08,2020,11,0
140896,GJ,2020-11-14,Delivered,4GB Graphic card,Graphic Card,Nvidia,3,37500,48750,Advika Joshi,11250,23.08,2020,11,1
140897,GJ,2020-11-15,Shipped,53 GB DDR4 RAM,RAM,Hynix,1,3500,4550,Ajay Sharma,1050,23.08,2020,11,0
140898,GJ,2020-11-16,Order,BTX motherboard,MotherBoard,Gigabyte,3,13500,17550,Roshan Kumar,4050,23.08,2020,11,0
140899,GJ,2020-11-17,Processing,48 Fans Cabinet,Cabinet,Asus,2,4200,5460,Aarvi Gupta,1260,23.08,2020,11,0
140900,GJ,2020-11-18,Delivered,Wireless Keyboard,Keyboard,Dell,4,4600,5980,Vijay Singh,1380,23.08,2020,11,1
140901,GJ,2020-11-19,Shipped,USB Mouse,Mouse,Samsung,4,1400,1820,Aadil Khan,420,23.08,2020,11,0
140902,GJ,2020-11-20,Order,19 LED Display,Monitor,Dell,1,9500,12350,Advika Joshi,2850,23.08,2020,11,0
140903,GJ,2020-11-21,Processing,47 TB HDD,HDD,Western Digital,2,20000,26000,Ajay Sharma,6000,23.08,2020,11,0
140904,GJ,2020-11-22,Delivered,557 GB M.2,SSD,Samsung,1,6500,8450,Roshan Kumar,1950,23.08,2020,11,1
140905,GJ,2020-11-22,Shipped,RYZEN 3rd gen. 3545,CPU,Intel,4,34000,44200,Aarvi Gupta,10200,23.08,2020,11,0
140906,GJ,2020-11-22,Order,2GB Graphic Card,Graphic Card,Nvidia,4,28000,36400,Vijay Singh,8400,23.08,2020,11,0
140907,GJ,2020-11-22,Processing,61 GB DDR4 RAM,RAM,Hynix,4,26200,34060,Aadil Khan,7860,23.08,2020,11,0
140908,GJ,2020-11-22,Delivered,Standard ATX motherboard,MotherBoard,Gigabyte,2,15300,19890,Advika Joshi,4590,23.08,2020,11,1
140909,GJ,2020-11-22,Shipped,Compact with 1 Fan,Cabinet,Asus,1,1150,1495,Ajay Sharma,345,23.08,2020,11,0
140910,GJ,2020-11-22,Order,USB Backlight Keyboard,Keyboard,Dell,1,850,1105,Roshan Kumar,255,23.08,2020,11,0
140911,GJ,2020-11-22,Processing,Ergonomic Mouse,Mouse,Samsung,3,1950,2535,Aarvi Gupta,585,23.08,2020,11,0
140912,GJ,2020-11-22,Delivered,15 LCD Display,Monitor,Dell,3,22500,29250,Vijay Singh,6750,23.08,2020,11,1
140913,GJ,2020-11-22,Shipped,47 TB HDD,HDD,Seagate,1,10000,13000,Aadil Khan,3000,23.08,2020,11,0
140914,GJ,2020-11-22,Order,46 TB SSD,SSD,Samsung,2,21000,27300,Advika Joshi,6300,23.08,2020,11,0
140915,GJ,2020-11-22,Processing,Intel i5 12th gen.,CPU,Intel,2,17000,22100,Ajay Sharma,5100,23.08,2020,11,0
140916,GJ,2020-11-22,Delivered,2GB Graphic Card,Graphic Card,Nvidia,4,28000,36400,Roshan Kumar,8400,23.08,2020,11,1
140917,GJ,2020-11-22,Shipped,49 GB DDR4 Ram,RAM,Hynix,1,1680,2184,Aarvi Gupta,504,23.08,2020,11,0
140918,GJ,2020-11-22,Order,Micro ATX motherboard,MotherBoard,MSI,2,13080,17004,Vijay Singh,3924,23.08,2020,11,0
140919,GJ,2020-11-22,Processing,Gaming Box Cabinet,Cabinet,Asus,3,8040,10452,Aadil Khan,2412,23.08,2020,11,0
140920,GJ,2020-11-22,Delivered,17 LCD Display,Monitor,Samsung,1,8250,10725,Advika Joshi,2475,23.08,2020,11,1
140921,GJ,2020-11-22,Shipped,53 GB DDR4 RAM,RAM,Samsung,2,5300,6890,Ajay Sharma,1590,23.08,2020,11,0
140922,GJ,2020-11-22,Order,26 LCD Display,Monitor,Acer,1,12550,16315,Roshan Kumar,3765,23.08,2020,11,0
140923,GJ,2020-11-23,Processing,I7 - intel 12th Generation,CPU,Intel,1,14500,18850,Aarvi Gupta,4350,23.08,2020,11,0
140924,GJ,2020-11-24,Delivered,USB Keyboard,Keyboard,Dell,1,800,1040,Vijay Singh,240,23.08,2020,11,1
140925,GJ,2020-11-25,Shipped,Wireless Mouse,Mouse,Samsung,1,600,780,Aadil Khan,180,23.08,2020,11,0
140926,GJ,2020-11-26,Order,21 LCD Display,Monitor,Dell,2,21000,27300,Advika Joshi,6300,23.08,2020,11,0
140927,GJ,2020-11-27,Processing,47 TB HDD,HDD,Western Digital,2,13000,16900,Ajay Sharma,3900,23.08,2020,11,0
140928,GJ,2020-11-28,Delivered,302 GB SSD,SSD,Samsung,1,4500,5850,Roshan Kumar,1350,23.08,2020,11,1
140929,GJ,2020-11-29,Shipped,Intel i3 11th gen.,CPU,Intel,2,17000,22100,Aarvi Gupta,5100,23.08,2020,11,0
140930,GJ,2020-11-30,Order,4GB Graphic card,Graphic Card,Nvidia,4,50000,65000,Vijay Singh,15000,23.08,2020,11,0
140931,GJ,2020-12-01,Processing,54 GB DDR4 RAM,Cabinet,Hynix,3,10500,13650,Aadil Khan,3150,23.08,2020,12,0
140932,GJ,2020-12-02,Delivered,BTX motherboard,Mouse,Gigabyte,3,13500,17550,Advika Joshi,4050,23.08,2020,12,1
140933,GJ,2020-12-03,Shipped,49 Fans Cabinet,Cabinet,Asus,2,4200,5460,Ajay Sharma,1260,23.08,2020,12,0
140934,GJ,2020-12-04,Order,Wireless Keyboard,Keyboard,Dell,3,3450,4485,Roshan Kumar,1035,23.08,2020,12,0
140935,GJ,2020-12-05,Processing,USB Mouse,Mouse,Samsung,4,1400,1820,Aarvi Gupta,420,23.08,2020,12,0
140936,GJ,2020-12-06,Delivered,19 LED Display,Monitor,Dell,2,19000,24700,Vijay Singh,5700,23.08,2020,12,1
140937,GJ,2020-12-07,Shipped,48 TB HDD,HDD,Western Digital,2,20000,26000,Aadil Khan,6000,23.08,2020,12,0
140938,GJ,2020-12-08,Order,558 GB M.2,SSD,Samsung,3,19500,25350,Advika Joshi,5850,23.08,2020,12,0
140939,GJ,2020-12-09,Processing,RYZEN 3rd gen. 3546,CPU,Intel,3,25500,33150,Ajay Sharma,7650,23.08,2020,12,0
140940,GJ,2020-12-10,Delivered,2GB Graphic Card,Graphic Card,Nvidia,4,28000,36400,Roshan Kumar,8400,23.08,2020,12,1
140941,GJ,2020-12-10,Shipped,62 GB DDR4 RAM,Cabinet,Hynix,4,26200,34060,Aarvi Gupta,7860,23.08,2020,12,0
140942,GJ,2020-12-10,Order,Standard ATX motherboard,Mouse,Gigabyte,1,7650,9945,Vijay Singh,2295,23.08,2020,12,0
140943,GJ,2020-12-10,Processing,Compact with 1 Fan,Cabinet,Asus,3,3450,4485,Aadil Khan,1035,23.08,2020,12,0
140944,GJ,2020-12-10,Delivered,USB Backlight Keyboard,Keyboard,Dell,2,1700,2210,Advika Joshi,510,23.08,2020,12,1
140945,GJ,2020-12-10,Shipped,Ergonomic Mouse,Mouse,Samsung,3,1950,2535,Ajay Sharma,585,23.08,2020,12,0
140946,GJ,2020-12-10,Order,15 LCD Display,Monitor,Dell,4,30000,39000,Roshan Kumar,9000,23.08,2020,12,0
140947,GJ,2020-12-11,Processing,48 TB HDD,HDD,Seagate,2,20000,26000,Aarvi Gupta,6000,23.08,2020,12,0
140948,GJ,2020-12-12,Delivered,47 TB SSD,SSD,Samsung,1,10500,13650,Vijay Singh,3150,23.08,2020,12,1
140949,GJ,2020-12-13,Shipped,Intel i5 12th gen.,CPU,Intel,4,34000,44200,Aadil Khan,10200,23.08,2020,12,0
140950,GJ,2020-12-14,Order,2GB Graphic Card,Graphic Card,Nvidia,1,7000,9100,Advika Joshi,2100,23.08,2020,12,0
140951,GJ,2020-12-15,Processing,50 GB DDR4 Ram,Cabinet,Hynix,4,6720,8736,Ajay Sharma,2016,23.08,2020,12,0
140952,GJ,2020-12-16,Delivered,Micro ATX motherboard,Mouse,MSI,3,19620,25506,Roshan Kumar,5886,23.08,2020,12,1
140953,GJ,2020-12-17,Shipped,Gaming Box Cabinet,Cabinet,Asus,1,2680,3484,Aarvi Gupta,804,23.08,2020,12,0
140954,GJ,2020-12-17,Order,17 LCD Display,Monitor,Samsung,3,24750,32175,Vijay Singh,7425,23.08,2020,12,0
140955,GJ,2020-12-17,Processing,54 GB DDR4 RAM,RAM,Samsung,4,10600,13780,Aadil Khan,3180,23.08,2020,12,0
140956,GJ,2020-12-17,Delivered,26 LCD Display,Monitor,Acer,4,50200,65260,Advika Joshi,15060,23.08,2020,12,1
140957,GJ,2020-12-17,Shipped,I7 - intel 12th Generation,CPU,Intel,2,29000,37700,Ajay Sharma,8700,23.08,2020,12,0
140958,GJ,2020-12-17,Order,USB Keyboard,Keyboard,Dell,4,3200,4160,Roshan Kumar,960,23.08,2020,12,0
140959,GJ,2020-12-17,Processing,Wireless Mouse,Mouse,Samsung,1,600,780,Aarvi Gupta,180,23.08,2020,12,0
140960,GJ,2020-12-17,Delivered,21 LCD Display,Monitor,Dell,1,10500,13650,Vijay Singh,3150,23.08,2020,12,1
140961,GJ,2020-12-17,Shipped,48 TB HDD,HDD,Western Digital,1,6500,8450,Aadil Khan,1950,23.08,2020,12,0
140962,GJ,2020-12-17,Order,303 GB SSD,SSD,Samsung,2,9000,11700,Advika Joshi,2700,23.08,2020,12,0
140963,GJ,2020-12-17,Processing,Intel i3 11th gen.,CPU,Intel,1,8500,11050,Ajay Sharma,2550,23.08,2020,12,0
140964,GJ,2020-12-17,Delivered,4GB Graphic card,Graphic Card,Nvidia,1,12500,16250,Roshan Kumar,3750,23.08,2020,12,1
140965,GJ,2020-12-17,Shipped,55 GB DDR4 RAM,NIC,Hynix,3,10500,13650,Aarvi Gupta,3150,23.08,2020,12,0
140966,GJ,2020-12-18,Order,BTX motherboard,Printer,Gigabyte,3,13500,17550,Vijay Singh,4050,23.08,2020,12,0
140967,GJ,2020-12-19,Processing,50 Fans Cabinet,Cabinet,Asus,3,6300,8190,Aadil Khan,1890,23.08,2020,12,0
140968,GJ,2020-12-20,Delivered,Wireless Keyboard,Keyboard,Dell,4,4600,5980,Advika Joshi,1380,23.08,2020,12,1
140969,GJ,2020-12-21,Shipped,USB Mouse,Mouse,Samsung,2,700,910,Ajay Sharma,210,23.08,2020,12,0
140970,GJ,2020-12-22,Order,19 LED Display,Monitor,Dell,4,38000,49400,Roshan Kumar,11400,23.08,2020,12,0
140971,GJ,2020-12-22,Processing,49 TB HDD,HDD,Western Digital,2,20000,26000,Aarvi Gupta,6000,23.08,2020,12,0
140972,GJ,2020-12-22,Delivered,559 GB M.2,SSD,Samsung,3,19500,25350,Vijay Singh,5850,23.08,2020,12,1
140973,GJ,2020-12-22,Shipped,RYZEN 3rd gen. 3547,CPU,Intel,4,34000,44200,Aadil Khan,10200,23.08,2020,12,0
140974,GJ,2020-12-22,Order,2GB Graphic Card,Graphic Card,Nvidia,4,28000,36400,Advika Joshi,8400,23.08,2020,12,0
140975,GJ,2020-12-22,Processing,63 GB DDR4 RAM,NIC,Hynix,1,6550,8515,Ajay Sharma,1965,23.08,2020,12,0
140976,GJ,2020-12-22,Delivered,Standard ATX motherboard,Printer,Gigabyte,4,30600,39780,Roshan Kumar,9180,23.08,2020,12,1
140977,GJ,2020-12-22,Shipped,Compact with 1 Fan,Cabinet,Asus,2,2300,2990,Aarvi Gupta,690,23.08,2020,12,0
140978,GJ,2020-12-22,Order,USB Backlight Keyboard,Keyboard,Dell,3,2550,3315,Vijay Singh,765,23.08,2020,12,0
140979,GJ,2020-12-22,Processing,Ergonomic Mouse,Mouse,Samsung,4,2600,3380,Aadil Khan,780,23.08,2020,12,0
140980,GJ,2020-12-22,Delivered,15 LCD Display,Monitor,Dell,2,15000,19500,Advika Joshi,4500,23.08,2020,12,1
140981,GJ,2020-12-22,Shipped,49 TB HDD,HDD,Seagate,4,40000,52000,Ajay Sharma,12000,23.08,2020,12,0
140982,GJ,2020-12-22,Order,48 TB SSD,SSD,Samsung,1,10500,13650,Roshan Kumar,3150,23.08,2020,12,0
140983,GJ,2020-12-22,Processing,Intel i5 12th gen.,CPU,Intel,4,34000,44200,Aarvi Gupta,10200,23.08,2020,12,0
140984,GJ,2020-12-22,Delivered,2GB Graphic Card,Graphic Card,Nvidia,4,28000,36400,Vijay Singh,8400,23.08,2020,12,1
140985,GJ,2020-12-22,Shipped,51 GB DDR4 Ram,NIC,Hynix,3,5040,6552,Aadil Khan,1512,23.08,2020,12,0
140986,GJ,2020-12-22,Order,Micro ATX motherboard,Printer,MSI,1,6540,8502,Advika Joshi,1962,23.08,2020,12,0
140987,GJ,2020-12-22,Processing,Gaming Box Cabinet,Cabinet,Asus,3,8040,10452,Ajay Sharma,2412,23.08,2020,12,0
140988,GJ,2020-12-22,Delivered,17 LCD Display,Monitor,Samsung,3,24750,32175,Roshan Kumar,7425,23.08,2020,12,1
140989,GJ,2020-12-22,Shipped,55 GB DDR4 RAM,RAM,Samsung,3,7950,10335,Aarvi Gupta,2385,23.08,2020,12,0
140990,GJ,2020-12-23,Order,26 LCD Display,Monitor,Acer,3,37650,48945,Vijay Singh,11295,23.08,2020,12,0
140991,GJ,2020-12-24,Processing,I7 - intel 12th Generation,CPU,Intel,3,43500,56550,Aadil Khan,13050,23.08,2020,12,0
140992,GJ,2020-12-25,Delivered,USB Keyboard,Keyboard,Dell,3,2400,3120,Advika Joshi,720,23.08,2020,12,1
140993,GJ,2020-12-26,Shipped,Wireless Mouse,Mouse,Samsung,1,600,780,Ajay Sharma,180,23.08,2020,12,0
140994,GJ,2020-12-27,Order,21 LCD Display,Monitor,Dell,4,42000,54600,Roshan Kumar,12600,23.08,2020,12,0
140995,GJ,2020-12-27,Processing,49 TB HDD,HDD,Western Digital,3,19500,25350,Aarvi Gupta,5850,23.08,2020,12,0
140996,GJ,2020-12-27,Delivered,304 GB SSD,SSD,Samsung,3,13500,17550,Vijay Singh,4050,23.08,2020,12,1
140997,GJ,2020-12-27,Shipped,Intel i3 11th gen.,CPU,Intel,3,25500,33150,Aadil Khan,7650,23.08,2020,12,0
140998,GJ,2020-12-27,Order,4GB Graphic card,Graphic Card,Nvidia,1,12500,16250,Advika Joshi,3750,23.08,2020,12,0
140999,GJ,2020-12-27,Processing,56 GB DDR4 RAM,RAM,Hynix,4,14000,18200,Ajay Sharma,4200,23.08,2020,12,0
141000,GJ,2020-12-27,Delivered,BTX motherboard,MotherBoard,Gigabyte,2,9000,11700,Roshan Kumar,2700,23.08,2020,12,1
141001,GJ,2020-12-27,Shipped,51 Fans Cabinet,Cabinet,Asus,2,4200,5460,Aarvi Gupta,1260,23.08,2020,12,0
141002,GJ,2020-12-27,Order,Wireless Keyboard,Keyboard,Dell,3,3450,4485,Vijay Singh,1035,23.08,2020,12,0
141003,GJ,2020-12-27,Processing,USB Mouse,Mouse,Samsung,1,350,455,Aadil Khan,105,23.08,2020,12,0
141004,GJ,2020-12-27,Delivered,19 LED Display,Monitor,Dell,4,38000,49400,Advika Joshi,11400,23.08,2020,12,1
141005,GJ,2020-12-27,Shipped,50 TB HDD,HDD,Western Digital,3,30000,39000,Ajay Sharma,9000,23.08,2020,12,0
141006,GJ,2020-12-27,Order,560 GB M.2,SSD,Samsung,4,26000,33800,Roshan Kumar,7800,23.08,2020,12,0
141007,GJ,2020-12-27,Processing,RYZEN 3rd gen. 3548,CPU,Intel,3,25500,33150,Aarvi Gupta,7650,23.08,2020,12,0
141008,GJ,2020-12-27,Delivered,2GB Graphic Card,Graphic Card,Nvidia,1,7000,9100,Vijay Singh,2100,23.08,2020,12,1
141009,GJ,2020-12-27,Shipped,64 GB DDR4 RAM,RAM,Hynix,2,13100,17030,Aadil Khan,3930,23.08,2020,12,0
141010,GJ,2020-12-27,Order,Standard ATX motherboard,MotherBoard,Gigabyte,4,30600,39780,Advika Joshi,9180,23.08,2020,12,0
141011,GJ,2020-12-27,Processing,Compact with 1 Fan,Cabinet,Asus,1,1150,1495,Ajay Sharma,345,23.08,2020,12,0
141012,GJ,2020-12-27,Delivered,USB Backlight Keyboard,Keyboard,Dell,1,850,1105,Roshan Kumar,255,23.08,2020,12,1
141013,GJ,2020-12-27,Shipped,Ergonomic Mouse,Mouse,Samsung,1,650,845,Aarvi Gupta,195,23.08,2020,12,0
141014,GJ,2020-12-27,Order,15 LCD Display,Monitor,Dell,4,30000,39000,Vijay Singh,9000,23.08,2020,12,0
141015,GJ,2020-12-27,Processing,50 TB HDD,HDD,Seagate,1,10000,13000,Aadil Khan,3000,23.08,2020,12,0
141016,GJ,2020-12-28,Delivered,49 TB SSD,SSD,Samsung,3,31500,40950,Advika Joshi,9450,23.08,2020,12,1
141017,GJ,2020-12-29,Shipped,Intel i5 12th gen.,CPU,Intel,4,34000,44200,Ajay Sharma,10200,23.08,2020,12,0
141018,GJ,2020-12-30,Order,2GB Graphic Card,Graphic Card,Nvidia,4,28000,36400,Roshan Kumar,8400,23.08,2020,12,0
141019,GJ,2020-12-31,Processing,52 GB DDR4 Ram,RAM,Hynix,1,1680,2184,Aarvi Gupta,504,23.08,2020,12,0
141020,GJ,2021-01-01,Delivered,Micro ATX motherboard,MotherBoard,MSI,2,13080,17004,Vijay Singh,3924,23.08,2021,1,1
141021,GJ,2021-01-01,Shipped,Gaming Box Cabinet,Cabinet,Asus,3,8040,10452,Aadil Khan,2412,23.08,2021,1,0
141022,GJ,2021-01-01,Order,17 LCD Display,Monitor,Samsung,4,33000,42900,Advika Joshi,9900,23.08,2021,1,0
141023,GJ,2021-01-01,Processing,56 GB DDR4 RAM,RAM,Samsung,3,7950,10335,Ajay Sharma,2385,23.08,2021,1,0
141024,GJ,2021-01-01,Delivered,26 LCD Display,Monitor,Acer,3,37650,48945,Roshan Kumar,11295,23.08,2021,1,1
141025,GJ,2021-01-01,Shipped,I7 - intel 12th Generation,CPU,Intel,1,14500,18850,Aarvi Gupta,4350,23.08,2021,1,0
141026,GJ,2021-01-01,Order,USB Keyboard,Keyboard,Dell,2,1600,2080,Vijay Singh,480,23.08,2021,1,0
141027,GJ,2021-01-01,Processing,Wireless Mouse,Mouse,Samsung,4,2400,3120,Aadil Khan,720,23.08,2021,1,0
141028,GJ,2021-01-01,Delivered,21 LCD Display,Monitor,Dell,3,31500,40950,Advika Joshi,9450,23.08,2021,1,1
141029,GJ,2021-01-01,Shipped,50 TB HDD,HDD,Western Digital,1,6500,8450,Ajay Sharma,1950,23.08,2021,1,0
141030,GJ,2021-01-01,Order,305 GB SSD,SSD,Samsung,4,18000,23400,Roshan Kumar,5400,23.08,2021,1,0
141031,GJ,2021-01-01,Processing,Intel i3 11th gen.,CPU,Intel,4,34000,44200,Aarvi Gupta,10200,23.08,2021,1,0
141032,GJ,2021-01-01,Delivered,4GB Graphic card,Graphic Card,Nvidia,4,50000,65000,Vijay Singh,15000,23.08,2021,1,1
141033,GJ,2021-01-01,Shipped,57 GB DDR4 RAM,Cabinet,Hynix,4,14000,18200,Aadil Khan,4200,23.08,2021,1,0
141034,DL,2021-01-01,Order,BTX motherboard,Mouse,Gigabyte,4,18000,23400,Advika Joshi,5400,23.08,2021,1,0
141035,LD,2021-01-01,Processing,52 Fans Cabinet,Cabinet,Asus,4,8400,10920,Ajay Sharma,2520,23.08,2021,1,0
141036,PY,2021-01-01,Delivered,Wireless Keyboard,Keyboard,Dell,2,2300,2990,Roshan Kumar,690,23.08,2021,1,1
141037,AP,2021-01-01,Shipped,USB Mouse,Mouse,Samsung,1,350,455,Aarvi Gupta,105,23.08,2021,1,0
141038,AR,2021-01-02,Order,19 LED Display,Monitor,Dell,1,9500,12350,Vijay Singh,2850,23.08,2021,1,0
141039,AS,2021-01-03,Processing,51 TB HDD,HDD,Western Digital,4,40000,52000,Aadil Khan,12000,23.08,2021,1,0
141040,BR,2021-01-04,Delivered,561 GB M.2,SSD,Samsung,2,13000,16900,Advika Joshi,3900,23.08,2021,1,1
141041,CG,2021-01-05,Shipped,RYZEN 3rd gen. 3549,CPU,Intel,4,34000,44200,Ajay Sharma,10200,23.08,2021,1,0
141042,GA,2021-01-06,Order,2GB Graphic Card,Graphic Card,Nvidia,4,28000,36400,Roshan Kumar,8400,23.08,2021,1,0
141043,GJ,2021-01-07,Processing,65 GB DDR4 RAM,Cabinet,Hynix,3,19650,25545,Aarvi Gupta,5895,23.08,2021,1,0
141044,HR,2021-01-08,Delivered,Standard ATX motherboard,Mouse,Gigabyte,4,30600,39780,Vijay Singh,9180,23.08,2021,1,1
141045,HP,2021-01-09,Shipped,Compact with 1 Fan,Cabinet,Asus,4,4600,5980,Aadil Khan,1380,23.08,2021,1,0
141046,JK,2021-01-10,Order,USB Backlight Keyboard,Keyboard,Dell,1,850,1105,Advika Joshi,255,23.08,2021,1,0
141047,JH,2021-01-11,Processing,Ergonomic Mouse,Mouse,Samsung,4,2600,3380,Ajay Sharma,780,23.08,2021,1,0
141048,KA,2021-01-12,Delivered,15 LCD Display,Monitor,Dell,1,7500,9750,Roshan Kumar,2250,23.08,2021,1,1
141049,KL,2021-01-12,Shipped,51 TB HDD,HDD,Seagate,2,20000,26000,Aarvi Gupta,6000,23.08,2021,1,0
141050,MP,2021-01-12,Order,50 TB SSD,SSD,Samsung,1,10500,13650,Vijay Singh,3150,23.08,2021,1,0
141051,MH,2021-01-12,Processing,Intel i5 12th gen.,CPU,Intel,1,8500,11050,Aadil Khan,2550,23.08,2021,1,0
141052,MN,2021-01-13,Delivered,2GB Graphic Card,Graphic Card,Nvidia,4,28000,36400,Advika Joshi,8400,23.08,2021,1,1
141053,ML,2021-01-14,Shipped,53 GB DDR4 Ram,Cabinet,Hynix,4,6720,8736,Ajay Sharma,2016,23.08,2021,1,0
141054,MZ,2021-01-15,Order,Micro ATX motherboard,Mouse,MSI,3,19620,25506,Roshan Kumar,5886,23.08,2021,1,0
141055,NL,2021-01-16,Processing,Gaming Box Cabinet,Cabinet,Asus,2,5360,6968,Aarvi Gupta,1608,23.08,2021,1,0
141056,OR,2021-01-17,Delivered,17 LCD Display,Monitor,Samsung,2,16500,21450,Vijay Singh,4950,23.08,2021,1,1
141057,PB,2021-01-18,Shipped,57 GB DDR4 RAM,RAM,Samsung,4,10600,13780,Aadil Khan,3180,23.08,2021,1,0
141058,RJ,2021-01-19,Order,26 LCD Display,Monitor,Acer,4,50200,65260,Advika Joshi,15060,23.08,2021,1,0
141059,SK,2021-01-20,Processing,I7 - intel 12th Generation,CPU,Intel,2,29000,37700,Ajay Sharma,8700,23.08,2021,1,0
141060,TN,2021-01-21,Delivered,USB Keyboard,Keyboard,Dell,4,3200,4160,Roshan Kumar,960,23.08,2021,1,1
141061,TR,2021-01-22,Shipped,Wireless Mouse,Mouse,Samsung,2,1200,1560,Aarvi Gupta,360,23.08,2021,1,0
141062,UK,2021-01-23,Order,21 LCD Display,Monitor,Dell,4,42000,54600,Vijay Singh,12600,23.08,2021,1,0
141063,UP,2021-01-24,Processing,51 TB HDD,HDD,Western Digital,1,6500,8450,Aadil Khan,1950,23.08,2021,1,0
141064,WB,2021-01-25,Delivered,306 GB SSD,SSD,Samsung,4,18000,23400,Advika Joshi,5400,23.08,2021,1,1
141065,TN,2021-01-26,Shipped,Intel i3 11th gen.,CPU,Intel,2,17000,22100,Ajay Sharma,5100,23.08,2021,1,0
141066,TR,2021-01-27,Order,4GB Graphic card,Graphic Card,Nvidia,3,37500,48750,Roshan Kumar,11250,23.08,2021,1,0
141067,AN,2021-01-28,Processing,58 GB DDR4 RAM,NIC,Hynix,2,7000,9100,Aarvi Gupta,2100,23.08,2021,1,0
141068,CH,2021-01-29,Delivered,BTX motherboard,Printer,Gigabyte,2,9000,11700,Vijay Singh,2700,23.08,2021,1,1
141069,DH,2021-01-30,Shipped,53 Fans Cabinet,Cabinet,Asus,3,6300,8190,Aadil Khan,1890,23.08,2021,1,0
141070,DD,2021-01-31,Order,Wireless Keyboard,Keyboard,Dell,2,2300,2990,Advika Joshi,690,23.08,2021,1,0
141071,DL,2021-02-01,Processing,USB Mouse,Mouse,Samsung,3,1050,1365,Ajay Sharma,315,23.08,2021,2,0
141072,DL,2021-02-01,Delivered,19 LED Display,Monitor,Dell,3,28500,37050,Roshan Kumar,8550,23.08,2021,2,1
141073,DL,2021-02-02,Shipped,52 TB HDD,HDD,Western Digital,2,20000,26000,Aarvi Gupta,6000,23.08,2021,2,0
141074,DL,2021-02-03,Order,562 GB M.2,SSD,Samsung,1,6500,8450,Vijay Singh,1950,23.08,2021,2,0
141075,DL,2021-02-03,Processing,RYZEN 3rd gen. 3550,CPU,Intel,4,34000,44200,Aadil Khan,10200,23.08,2021,2,0
141076,DL,2021-02-03,Delivered,2GB Graphic Card,Graphic Card,Nvidia,2,14000,18200,Advika Joshi,4200,23.08,2021,2,1
141077,DL,2021-02-04,Shipped,66 GB DDR4 RAM,NIC,Hynix,4,26200,34060,Ajay Sharma,7860,23.08,2021,2,0
